SELECTED_GENE,EVALUATED_GENE,CORRELATION,PVALUE,LOGPVALUE
DIS3L2,CRCP,-0.1154886645543994,0.0012513534255047,2.9026200131931588
DIS3L2,CREB3L3,0.0881869165428435,0.0138702077825919,1.857917032931243
DIS3L2,CREBRF,0.0833952811057856,0.0199956749404375,1.699063931967545
DIS3L2,CRIP2,0.1226759639580621,0.0006053263852553,3.218010395439768
DIS3L2,CRISP1,0.1342552996496228,0.0001728364991449,3.762364539036576
DIS3L2,CRKL,0.0885634994463221,0.0134676975123831,1.8707066465294275
DIS3L2,CRLF3,0.0894600394236586,0.0125506207371142,1.9013347940206549
DIS3L2,CRTAC1,0.1097393429082531,0.0021747953232503,2.6625816095901165
DIS3L2,CRX,-0.0844273235772062,0.0185066662365786,1.7326718073657057
DIS3L2,CRY1,0.114098543119592,0.0014335484432587,2.84358762655112
DIS3L2,CRY2,-0.0930766962547688,0.0093871653642461,2.027465531537889
DIS3L2,CRYAB,-0.0909751848541251,0.0111257139745694,1.953672109311864
DIS3L2,CRYBB2,-0.0870642228977733,0.0151337911576592,1.8200522634768168
DIS3L2,CRYGD,0.07875767277778,0.0280460911463171,1.5521276588954651
DIS3L2,CRYZL1,-0.09826228262287,0.0060875214211024,2.215559497555505
DIS3L2,CSDE1,0.1306065916350634,0.0002594327618838,3.585975180885109
DIS3L2,CSF1R,0.0765766698353962,0.0327096992456128,1.4853234490444231
DIS3L2,CSF2,0.0893554205558351,0.0126547131789246,1.8977476937472864
DIS3L2,CSH2,0.170081703806129,1.831257271857879e-06,5.737250637730359
DIS3L2,CSMD1,-0.0755727119787008,0.0350700568244539,1.455063530425119
DIS3L2,CSMD2,-0.0713686506501226,0.046591132153632,1.331696736169056
DIS3L2,CSNK2A2,-0.082897836553257,0.0207499253199209,1.6829834619978927
DIS3L2,CSRNP1,-0.0832572480301454,0.0202025350731142,1.6945941305936985
DIS3L2,CSRP2,0.1579680175060517,9.56032043921456e-06,5.019527550961305
DIS3L2,CST3,0.1109840404593931,0.0019336122400926,2.71363061343416
DIS3L2,CST9L,0.1086721838821729,0.0024031642978477,2.61921653664118
DIS3L2,CSTF1,0.0808791708465965,0.02407037442747,1.618517153990888
DIS3L2,CTAGE15,0.1272362385449692,0.0003740892635464,3.427024755981045
DIS3L2,CTBS,-0.0798914188483644,0.0258563003613255,1.5874336158672735
DIS3L2,CTDNEP1,0.0849669396377789,0.0177673885286887,1.7503764006091735
DIS3L2,CTDSPL,0.0705924247939586,0.0490335338565429,1.309506805936143
DIS3L2,CTGF,-0.108273767412788,0.0024938962709592,2.603121614164156
DIS3L2,CTNNBIP1,-0.0965130936416353,0.0070606751617206,2.1511537684963518
DIS3L2,CTNND2,-0.1192582675813521,0.0008592035108034,3.065903957064174
DIS3L2,CTSB,-0.1026053026235281,0.0041714528989077,2.3797126557982318
DIS3L2,CTSC,-0.127901514301533,0.0003482586940008,3.458098032952861
DIS3L2,CTSG,-0.1014084528748009,0.0046358569347685,2.333869975081021
DIS3L2,CUL1,-0.0723788770194746,0.0435662387214296,1.3608499331337884
DIS3L2,CUL4B,0.0896227176900309,0.0123902637938535,1.9069194472159163
DIS3L2,CUX2,0.0709070184592491,0.0480310340448805,1.318478063472394
DIS3L2,CWC27,0.0994765033865796,0.0054847478108969,2.260843336522047
DIS3L2,CXCL17,0.0835871740192344,0.0197111658434235,1.705287688029443
DIS3L2,CXCL8,0.1431112703670927,6.176295060156786e-05,4.209271964625529
DIS3L2,CXCR3,0.1251175830615817,0.0004687537848542,3.3290552126302675
DIS3L2,CXorf40A,0.0988521767787083,0.005787615489456,2.2375003297220584
DIS3L2,CXorf40B,0.1183981674895001,0.0009370556860256,3.028234599704485
DIS3L2,CYB561,0.1160071450598403,0.0011890485080994,2.924800427660369
DIS3L2,CYB561A3,-0.0815890922070315,0.0228536542810589,1.641044346700927
DIS3L2,CYB5A,-0.0947367972514403,0.0081893732352681,2.0867493352213287
DIS3L2,CYB5B,0.0955868577245371,0.0076305330752232,2.1174451208208818
DIS3L2,CYB5D1,0.0801959146562154,0.0252939358250601,1.5969835876539595
DIS3L2,CYB5R4,0.0939384930803828,0.0087471820879394,2.058131832779049
DIS3L2,CYBA,0.0909133764020943,0.0111809088242718,1.951522894005532
DIS3L2,CYBC1,0.0871293688128643,0.015057795459614,1.8222386064757528
DIS3L2,CYBRD1,0.082359156017481,0.0215945012246658,1.6656568225438693
DIS3L2,CYC1,-0.1051499323597849,0.0033211194368936,2.4787155056569263
DIS3L2,CYP1B1,-0.097884301177692,0.0062869610870956,2.20155922769052
DIS3L2,CYP26C1,0.1086309533702271,0.0024124118870368,2.617548540231841
